index,tensor
264,"[4.0, 2.5, 3470.0, 20445.0, 2.0, 0.0, 0.0, 4.0, 10.0, 3470.0, 0.0, 47.547000885, -122.21900177, 3360.0, 21950.0, 51.0, 0.0, 0.0]"
265,"[4.0, 2.25, 2420.0, 11120.0, 1.0, 0.0, 2.0, 4.0, 8.0, 1620.0, 800.0, 47.4953994751, -122.3659973145, 2210.0, 8497.0, 63.0, 0.0, 0.0]"
266,"[4.0, 2.5, 2800.0, 12831.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2800.0, 0.0, 47.739200592, -121.966003418, 2810.0, 10235.0, 13.0, 0.0, 0.0]"
267,"[4.0, 1.5, 1780.0, 14810.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1180.0, 600.0, 47.3581008911, -122.2880020142, 1450.0, 6728.0, 65.0, 0.0, 0.0]"
268,"[2.0, 2.5, 1650.0, 2710.0, 2.0, 0.0, 2.0, 3.0, 8.0, 1650.0, 0.0, 47.5172996521, -121.8779983521, 1760.0, 2992.0, 6.0, 0.0, 0.0]"
269,"[4.0, 2.0, 2160.0, 4800.0, 2.0, 0.0, 0.0, 4.0, 7.0, 1290.0, 870.0, 47.4776992798, -122.2119979858, 1570.0, 4800.0, 86.0, 0.0, 0.0]"
270,"[3.0, 1.5, 1590.0, 21600.0, 1.5, 0.0, 0.0, 4.0, 7.0, 1590.0, 0.0, 47.2159004211, -121.966003418, 1780.0, 21600.0, 44.0, 0.0, 0.0]"
271,"[2.0, 1.0, 1290.0, 3140.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1290.0, 0.0, 47.697101593, -122.0260009766, 1290.0, 2628.0, 6.0, 0.0, 0.0]"
272,"[5.0, 2.75, 3230.0, 13572.0, 1.0, 0.0, 2.0, 3.0, 8.0, 1880.0, 1350.0, 47.4393005371, -122.3470001221, 2910.0, 15292.0, 50.0, 0.0, 0.0]"
273,"[3.0, 1.75, 1580.0, 507038.0, 1.0, 0.0, 2.0, 4.0, 7.0, 1580.0, 0.0, 47.2303009033, -121.9359970093, 2040.0, 210394.0, 29.0, 0.0, 0.0]"
274,"[5.0, 2.75, 3230.0, 13572.0, 1.0, 0.0, 2.0, 3.0, 8.0, 1880.0, 1350.0, 47.4393005371, -122.3470001221, 2910.0, 15292.0, 50.0, 0.0, 0.0]"
275,"[4.0, 2.5, 2800.0, 12831.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2800.0, 0.0, 47.739200592, -121.966003418, 2810.0, 10235.0, 13.0, 0.0, 0.0]"
276,"[3.0, 2.0, 1020.0, 1204.0, 2.0, 0.0, 0.0, 3.0, 7.0, 720.0, 300.0, 47.5444984436, -122.3759994507, 1360.0, 1506.0, 10.0, 0.0, 0.0]"
277,"[5.0, 2.75, 3460.0, 7977.0, 2.0, 0.0, 0.0, 3.0, 9.0, 3460.0, 0.0, 47.590801239, -122.06199646, 3390.0, 6630.0, 3.0, 0.0, 0.0]"
278,"[3.0, 1.0, 1240.0, 5758.0, 1.5, 0.0, 0.0, 4.0, 6.0, 960.0, 280.0, 47.5675010681, -122.3960037231, 1460.0, 5750.0, 105.0, 0.0, 0.0]"
279,"[3.0, 2.5, 2110.0, 4118.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2110.0, 0.0, 47.3877983093, -122.1529998779, 2110.0, 4044.0, 25.0, 0.0, 0.0]"
280,"[3.0, 2.5, 2170.0, 3200.0, 1.5, 0.0, 0.0, 5.0, 7.0, 1280.0, 890.0, 47.6543006897, -122.3470001221, 1180.0, 1224.0, 91.0, 0.0, 0.0]"
281,"[3.0, 2.5, 2900.0, 23550.0, 1.0, 0.0, 0.0, 3.0, 10.0, 1490.0, 1410.0, 47.5708007812, -122.1529998779, 2900.0, 19604.0, 27.0, 0.0, 0.0]"
282,"[4.0, 2.75, 2280.0, 15347.0, 1.0, 0.0, 0.0, 5.0, 7.0, 2280.0, 0.0, 47.5218009949, -122.1640014648, 2280.0, 15347.0, 54.0, 0.0, 0.0]"
283,"[3.0, 2.75, 2050.0, 3320.0, 1.5, 0.0, 0.0, 4.0, 7.0, 1580.0, 470.0, 47.6719017029, -122.3010025024, 1760.0, 4150.0, 87.0, 0.0, 0.0]"
284,"[3.0, 1.75, 1350.0, 10125.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1350.0, 0.0, 47.3334007263, -122.297996521, 1520.0, 9720.0, 48.0, 0.0, 0.0]"
285,"[3.0, 2.0, 1340.0, 4320.0, 1.0, 0.0, 0.0, 3.0, 5.0, 920.0, 420.0, 47.2989997864, -122.2279968262, 980.0, 6480.0, 102.0, 1.0, 81.0]"
286,"[4.0, 3.25, 3940.0, 27591.0, 2.0, 0.0, 3.0, 3.0, 9.0, 3440.0, 500.0, 47.5157012939, -122.1159973145, 3420.0, 29170.0, 14.0, 0.0, 0.0]"
287,"[3.0, 1.5, 2230.0, 6000.0, 1.0, 0.0, 1.0, 3.0, 8.0, 1260.0, 970.0, 47.5373001099, -122.3949966431, 2120.0, 7200.0, 47.0, 0.0, 0.0]"
288,"[3.0, 2.5, 2370.0, 4200.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2370.0, 0.0, 47.3698997498, -122.0189971924, 2370.0, 4370.0, 1.0, 0.0, 0.0]"
289,"[4.0, 2.5, 2160.0, 5298.0, 2.5, 0.0, 0.0, 4.0, 9.0, 2160.0, 0.0, 47.6105995178, -122.3099975586, 1720.0, 2283.0, 112.0, 0.0, 0.0]"
290,"[2.0, 2.0, 1390.0, 1302.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1390.0, 0.0, 47.3088989258, -122.3300018311, 1390.0, 1302.0, 28.0, 0.0, 0.0]"
291,"[5.0, 2.75, 2980.0, 9838.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1710.0, 1270.0, 47.3806991577, -122.2220001221, 2240.0, 9838.0, 47.0, 0.0, 0.0]"
292,"[3.0, 2.0, 2005.0, 7000.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1605.0, 400.0, 47.6039009094, -122.297996521, 1750.0, 4500.0, 34.0, 0.0, 0.0]"
293,"[5.0, 2.25, 2910.0, 9454.0, 1.0, 0.0, 1.0, 3.0, 8.0, 1910.0, 1000.0, 47.5871009827, -122.172996521, 2400.0, 10690.0, 42.0, 0.0, 0.0]"
294,"[2.0, 1.75, 1260.0, 5300.0, 1.0, 0.0, 0.0, 4.0, 7.0, 840.0, 420.0, 47.6809005737, -122.3479995728, 1280.0, 3000.0, 64.0, 0.0, 0.0]"
295,"[2.0, 2.5, 1620.0, 14467.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1620.0, 0.0, 47.6305999756, -122.0350036621, 1470.0, 13615.0, 33.0, 0.0, 0.0]"
296,"[2.0, 1.0, 770.0, 5040.0, 1.0, 0.0, 0.0, 3.0, 5.0, 770.0, 0.0, 47.5964012146, -122.2990036011, 1330.0, 2580.0, 85.0, 0.0, 0.0]"
297,"[3.0, 2.25, 998.0, 904.0, 2.0, 0.0, 0.0, 3.0, 7.0, 798.0, 200.0, 47.698299408, -122.3669967651, 998.0, 1110.0, 7.0, 0.0, 0.0]"
298,"[3.0, 2.0, 1600.0, 7350.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1600.0, 0.0, 47.6977005005, -122.1259994507, 1600.0, 7200.0, 35.0, 0.0, 0.0]"
299,"[4.0, 3.25, 2670.0, 5001.0, 1.0, 0.0, 0.0, 3.0, 9.0, 1640.0, 1030.0, 47.5666007996, -122.2929992676, 1610.0, 5001.0, 1.0, 0.0, 0.0]"
300,"[1.0, 1.0, 1090.0, 32010.0, 1.0, 0.0, 0.0, 4.0, 6.0, 1090.0, 0.0, 47.6927986145, -121.8700027466, 1870.0, 25346.0, 56.0, 0.0, 0.0]"
301,"[5.0, 3.0, 3410.0, 9600.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1870.0, 1540.0, 47.635799408, -122.1029968262, 2390.0, 9679.0, 46.0, 0.0, 0.0]"
302,"[3.0, 1.75, 1120.0, 4000.0, 1.0, 0.0, 0.0, 4.0, 7.0, 870.0, 250.0, 47.6683998108, -122.3679962158, 1470.0, 4000.0, 98.0, 0.0, 0.0]"
303,"[2.0, 1.0, 730.0, 5040.0, 1.0, 0.0, 0.0, 3.0, 6.0, 730.0, 0.0, 47.5387001038, -122.3740005493, 790.0, 5040.0, 87.0, 0.0, 0.0]"
304,"[4.0, 1.75, 2120.0, 9706.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1370.0, 750.0, 47.4939002991, -122.2969970703, 1730.0, 11337.0, 49.0, 0.0, 0.0]"
305,"[4.0, 1.0, 2000.0, 4800.0, 2.0, 0.0, 0.0, 4.0, 7.0, 2000.0, 0.0, 47.6582984924, -122.3509979248, 1260.0, 1452.0, 104.0, 0.0, 0.0]"
306,"[4.0, 3.25, 2050.0, 5000.0, 2.0, 0.0, 0.0, 4.0, 8.0, 1370.0, 680.0, 47.623500824, -122.297996521, 1720.0, 5000.0, 27.0, 0.0, 0.0]"
307,"[3.0, 2.25, 1190.0, 1022.0, 3.0, 0.0, 0.0, 3.0, 8.0, 1190.0, 0.0, 47.6972007751, -122.3489990234, 1210.0, 1171.0, 17.0, 0.0, 0.0]"
308,"[4.0, 2.5, 2420.0, 9147.0, 2.0, 0.0, 0.0, 3.0, 10.0, 2420.0, 0.0, 47.322101593, -122.3219985962, 1400.0, 7200.0, 16.0, 0.0, 0.0]"
309,"[4.0, 1.75, 1720.0, 8750.0, 1.0, 0.0, 0.0, 3.0, 7.0, 860.0, 860.0, 47.7260017395, -122.2099990845, 1790.0, 8750.0, 43.0, 0.0, 0.0]"
310,"[4.0, 2.5, 2800.0, 9538.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2800.0, 0.0, 47.2675018311, -122.3069992065, 1970.0, 7750.0, 21.0, 0.0, 0.0]"
311,"[3.0, 1.0, 1040.0, 4240.0, 1.0, 0.0, 0.0, 4.0, 7.0, 860.0, 180.0, 47.6767997742, -122.3669967651, 1170.0, 4240.0, 90.0, 0.0, 0.0]"
312,"[3.0, 2.0, 1310.0, 9855.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1310.0, 0.0, 47.729598999, -122.2409973145, 1310.0, 8370.0, 52.0, 0.0, 0.0]"
313,"[2.0, 1.0, 700.0, 8100.0, 1.0, 0.0, 0.0, 3.0, 6.0, 700.0, 0.0, 47.7491989136, -122.3109970093, 1230.0, 8100.0, 65.0, 0.0, 0.0]"
314,"[5.0, 2.5, 2960.0, 8968.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1640.0, 1320.0, 47.623298645, -122.1019973755, 1890.0, 9077.0, 49.0, 0.0, 0.0]"
315,"[3.0, 2.5, 1730.0, 3600.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1730.0, 0.0, 47.5013999939, -122.3399963379, 2030.0, 3600.0, 0.0, 0.0, 0.0]"
316,"[2.0, 1.0, 930.0, 6098.0, 1.0, 0.0, 0.0, 4.0, 6.0, 930.0, 0.0, 47.5289001465, -122.0299987793, 1730.0, 9000.0, 95.0, 0.0, 0.0]"
317,"[3.0, 2.0, 1640.0, 9234.0, 1.0, 0.0, 0.0, 5.0, 7.0, 1060.0, 580.0, 47.5162010193, -122.2740020752, 2230.0, 10354.0, 47.0, 0.0, 0.0]"
318,"[3.0, 1.0, 2298.0, 10140.0, 1.0, 0.0, 0.0, 3.0, 7.0, 2298.0, 0.0, 47.6908988953, -122.0830001831, 2580.0, 24724.0, 46.0, 0.0, 0.0]"
319,"[4.0, 2.75, 3010.0, 7215.0, 2.0, 0.0, 0.0, 3.0, 9.0, 3010.0, 0.0, 47.6952018738, -122.1780014038, 3010.0, 7215.0, 0.0, 0.0, 0.0]"
320,"[3.0, 1.75, 1530.0, 7245.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1530.0, 0.0, 47.7309989929, -122.1910018921, 1530.0, 7490.0, 31.0, 0.0, 0.0]"
321,"[2.0, 1.0, 820.0, 5100.0, 1.0, 0.0, 0.0, 4.0, 6.0, 820.0, 0.0, 47.5175018311, -122.2050018311, 2270.0, 5100.0, 60.0, 0.0, 0.0]"
322,"[3.0, 1.75, 2350.0, 20820.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1800.0, 550.0, 47.609500885, -122.0589981079, 2040.0, 10800.0, 36.0, 0.0, 0.0]"
323,"[3.0, 2.5, 2860.0, 4500.0, 2.0, 0.0, 2.0, 3.0, 8.0, 1980.0, 880.0, 47.6463012695, -122.3710021973, 2310.0, 4500.0, 99.0, 0.0, 0.0]"
324,"[3.0, 1.75, 1930.0, 10183.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1480.0, 450.0, 47.5624008179, -122.1350021362, 2320.0, 10000.0, 39.0, 0.0, 0.0]"
325,"[3.0, 1.5, 1580.0, 5000.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1290.0, 290.0, 47.6870002747, -122.3860015869, 1570.0, 4500.0, 75.0, 0.0, 0.0]"
326,"[4.0, 1.0, 1750.0, 68841.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1750.0, 0.0, 47.4441986084, -122.0810012817, 1550.0, 32799.0, 72.0, 0.0, 0.0]"
327,"[2.0, 1.5, 1160.0, 1269.0, 2.0, 0.0, 0.0, 3.0, 7.0, 970.0, 190.0, 47.6608009338, -122.3349990845, 1700.0, 3150.0, 9.0, 0.0, 0.0]"
328,"[4.0, 2.5, 3140.0, 12792.0, 2.0, 0.0, 0.0, 4.0, 9.0, 3140.0, 0.0, 47.3862991333, -122.15599823, 2510.0, 12792.0, 37.0, 0.0, 0.0]"
329,"[2.0, 1.0, 1010.0, 6000.0, 1.0, 0.0, 0.0, 4.0, 6.0, 1010.0, 0.0, 47.7709999084, -122.3529968262, 1610.0, 7313.0, 70.0, 0.0, 0.0]"
330,"[3.0, 2.5, 1620.0, 1171.0, 3.0, 0.0, 4.0, 3.0, 8.0, 1470.0, 150.0, 47.6680984497, -122.3550033569, 1620.0, 1505.0, 6.0, 0.0, 0.0]"
331,"[3.0, 2.5, 1760.0, 5390.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1760.0, 0.0, 47.3482017517, -122.0419998169, 2310.0, 5117.0, 0.0, 0.0, 0.0]"
332,"[4.0, 2.0, 1780.0, 19843.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1780.0, 0.0, 47.4413986206, -122.1539993286, 2210.0, 13500.0, 52.0, 0.0, 0.0]"
333,"[3.0, 3.0, 2480.0, 5500.0, 2.0, 0.0, 3.0, 3.0, 10.0, 1730.0, 750.0, 47.6465988159, -122.4039993286, 2950.0, 5670.0, 64.0, 1.0, 55.0]"
334,"[4.0, 2.75, 2640.0, 4000.0, 2.0, 0.0, 0.0, 5.0, 8.0, 1730.0, 910.0, 47.6726989746, -122.2969970703, 1530.0, 3740.0, 89.0, 0.0, 0.0]"
335,"[4.0, 2.5, 2610.0, 5866.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2610.0, 0.0, 47.3441009521, -122.0400009155, 2480.0, 5188.0, 9.0, 0.0, 0.0]"
336,"[4.0, 2.5, 1910.0, 5000.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1910.0, 0.0, 47.3608016968, -122.0360031128, 2020.0, 5000.0, 9.0, 0.0, 0.0]"
337,"[4.0, 2.5, 2280.0, 27441.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2280.0, 0.0, 47.7627983093, -122.1230010986, 2350.0, 35020.0, 18.0, 0.0, 0.0]"
338,"[3.0, 1.5, 1330.0, 9548.0, 1.0, 0.0, 0.0, 5.0, 7.0, 1330.0, 0.0, 47.3675003052, -122.1100006104, 1420.0, 9548.0, 47.0, 0.0, 0.0]"
339,"[4.0, 2.25, 1920.0, 8259.0, 2.0, 0.0, 0.0, 4.0, 8.0, 1920.0, 0.0, 47.5615997314, -122.0879974365, 2030.0, 8910.0, 35.0, 0.0, 0.0]"
340,"[3.0, 1.0, 1030.0, 3000.0, 1.0, 0.0, 0.0, 3.0, 7.0, 830.0, 200.0, 47.6813011169, -122.3170013428, 1830.0, 3000.0, 90.0, 0.0, 0.0]"
341,"[4.0, 2.5, 1690.0, 7260.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1080.0, 610.0, 47.3000984192, -122.3679962158, 1690.0, 7700.0, 36.0, 0.0, 0.0]"
342,"[4.0, 2.5, 2350.0, 6958.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2350.0, 0.0, 47.3320999146, -122.1719970703, 2480.0, 6395.0, 16.0, 0.0, 0.0]"
343,"[4.0, 2.5, 3340.0, 10422.0, 2.0, 0.0, 0.0, 3.0, 10.0, 3340.0, 0.0, 47.6515007019, -122.1969985962, 1770.0, 9490.0, 18.0, 0.0, 0.0]"
344,"[3.0, 1.75, 1397.0, 18000.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1397.0, 0.0, 47.3387985229, -122.1660003662, 1950.0, 31294.0, 49.0, 1.0, 49.0]"
345,"[3.0, 2.0, 1560.0, 7000.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1560.0, 0.0, 47.3354988098, -122.283996582, 1560.0, 7200.0, 46.0, 0.0, 0.0]"
346,"[4.0, 3.0, 3130.0, 12381.0, 2.0, 0.0, 0.0, 3.0, 9.0, 3130.0, 0.0, 47.5598983765, -122.1179962158, 3250.0, 10049.0, 20.0, 0.0, 0.0]"
347,"[2.0, 2.5, 1100.0, 1737.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1100.0, 0.0, 47.4499015808, -122.1890029907, 1610.0, 2563.0, 8.0, 0.0, 0.0]"
348,"[1.0, 1.0, 1310.0, 8667.0, 1.5, 0.0, 0.0, 1.0, 6.0, 1310.0, 0.0, 47.6058998108, -122.31300354, 1130.0, 4800.0, 96.0, 0.0, 0.0]"
349,"[3.0, 3.75, 3710.0, 34412.0, 2.0, 0.0, 0.0, 3.0, 10.0, 2910.0, 800.0, 47.5887985229, -122.0400009155, 2390.0, 34412.0, 36.0, 0.0, 0.0]"
350,"[3.0, 3.0, 2110.0, 7794.0, 1.0, 0.0, 0.0, 3.0, 6.0, 2110.0, 0.0, 47.4005012512, -122.2929992676, 1330.0, 10044.0, 33.0, 0.0, 0.0]"
351,"[3.0, 1.5, 1580.0, 5000.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1290.0, 290.0, 47.6870002747, -122.3860015869, 1570.0, 4500.0, 75.0, 0.0, 0.0]"
352,"[3.0, 1.0, 1120.0, 7250.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1120.0, 0.0, 47.7142982483, -122.2109985352, 1340.0, 7302.0, 42.0, 0.0, 0.0]"
353,"[2.0, 2.5, 1785.0, 779.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1595.0, 190.0, 47.5959014893, -122.1979980469, 1780.0, 794.0, 39.0, 0.0, 0.0]"
354,"[3.0, 1.75, 1050.0, 7854.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1050.0, 0.0, 47.3011016846, -122.3690032959, 1360.0, 7668.0, 40.0, 0.0, 0.0]"
355,"[4.0, 1.75, 2340.0, 5940.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1290.0, 1050.0, 47.6789016724, -122.28099823, 1930.0, 5940.0, 61.0, 0.0, 0.0]"
356,"[4.0, 1.5, 1780.0, 14810.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1180.0, 600.0, 47.3581008911, -122.2880020142, 1450.0, 6728.0, 65.0, 0.0, 0.0]"
357,"[3.0, 2.5, 1810.0, 1585.0, 3.0, 0.0, 0.0, 3.0, 7.0, 1810.0, 0.0, 47.6957015991, -122.3759994507, 1560.0, 1586.0, 1.0, 0.0, 0.0]"
358,"[3.0, 1.5, 1180.0, 1231.0, 3.0, 0.0, 0.0, 3.0, 7.0, 1180.0, 0.0, 47.6845016479, -122.3150024414, 1280.0, 3360.0, 7.0, 0.0, 0.0]"
359,"[4.0, 2.5, 1980.0, 5909.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1980.0, 0.0, 47.3913002014, -122.1849975586, 2550.0, 5487.0, 11.0, 0.0, 0.0]"
360,"[3.0, 2.5, 1740.0, 30886.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1740.0, 0.0, 47.4599990845, -121.7070007324, 1740.0, 39133.0, 22.0, 0.0, 0.0]"
361,"[4.0, 2.25, 2060.0, 5649.0, 1.0, 0.0, 0.0, 5.0, 8.0, 1360.0, 700.0, 47.6496009827, -122.4069976807, 2060.0, 5626.0, 73.0, 0.0, 0.0]"
362,"[3.0, 2.0, 1180.0, 1800.0, 2.0, 0.0, 2.0, 3.0, 8.0, 1180.0, 0.0, 47.6167984009, -122.3010025024, 1500.0, 1948.0, 21.0, 0.0, 0.0]"
363,"[3.0, 1.0, 1580.0, 7424.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1010.0, 570.0, 47.4607009888, -122.1709976196, 1710.0, 7772.0, 52.0, 0.0, 0.0]"
364,"[2.0, 1.0, 980.0, 3800.0, 1.0, 0.0, 0.0, 3.0, 7.0, 980.0, 0.0, 47.6902999878, -122.3399963379, 1520.0, 5010.0, 89.0, 0.0, 0.0]"
365,"[5.0, 2.75, 2980.0, 9838.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1710.0, 1270.0, 47.3806991577, -122.2220001221, 2240.0, 9838.0, 47.0, 0.0, 0.0]"
366,"[4.0, 2.5, 2340.0, 8248.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2340.0, 0.0, 47.631401062, -122.0299987793, 2140.0, 9963.0, 25.0, 0.0, 0.0]"
367,"[3.0, 1.0, 1320.0, 11090.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1320.0, 0.0, 47.7747993469, -122.3040008545, 1320.0, 8319.0, 59.0, 0.0, 0.0]"
368,"[5.0, 4.0, 1680.0, 7268.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1370.0, 310.0, 47.5570983887, -122.3560028076, 2040.0, 8259.0, 7.0, 0.0, 0.0]"
369,"[2.0, 1.0, 1070.0, 8130.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1070.0, 0.0, 47.6969985962, -122.3700027466, 1360.0, 7653.0, 73.0, 0.0, 0.0]"
370,"[3.0, 1.5, 2060.0, 15050.0, 1.5, 0.0, 0.0, 4.0, 7.0, 2060.0, 0.0, 47.3320999146, -122.3730010986, 1900.0, 15674.0, 76.0, 0.0, 0.0]"
371,"[5.0, 2.25, 3320.0, 13138.0, 1.0, 0.0, 2.0, 4.0, 9.0, 1900.0, 1420.0, 47.7589988708, -122.2689971924, 2820.0, 13138.0, 51.0, 0.0, 0.0]"
372,"[3.0, 1.75, 1750.0, 14400.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1750.0, 0.0, 47.4534988403, -122.361000061, 2030.0, 14400.0, 63.0, 0.0, 0.0]"
373,"[4.0, 2.5, 1710.0, 5000.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1110.0, 600.0, 47.6772003174, -122.2850036621, 1750.0, 5304.0, 36.0, 0.0, 0.0]"
374,"[4.0, 2.5, 2070.0, 8685.0, 2.0, 0.0, 0.0, 3.0, 7.0, 2070.0, 0.0, 47.4696998596, -122.266998291, 2170.0, 9715.0, 9.0, 0.0, 0.0]"
375,"[3.0, 2.25, 2060.0, 7080.0, 2.0, 0.0, 0.0, 3.0, 9.0, 1800.0, 260.0, 47.6455001831, -122.408996582, 3070.0, 7500.0, 75.0, 0.0, 0.0]"
376,"[2.0, 1.5, 1320.0, 10800.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1320.0, 0.0, 47.7145004272, -122.3669967651, 2120.0, 12040.0, 67.0, 0.0, 0.0]"
377,"[3.0, 3.0, 1330.0, 1379.0, 2.0, 0.0, 0.0, 4.0, 8.0, 1120.0, 210.0, 47.6125984192, -122.31300354, 1810.0, 1770.0, 9.0, 0.0, 0.0]"
378,"[4.0, 2.5, 2370.0, 10631.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2370.0, 0.0, 47.3473014832, -122.3020019531, 2200.0, 8297.0, 15.0, 0.0, 0.0]"
379,"[3.0, 1.75, 1540.0, 9154.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1540.0, 0.0, 47.6207008362, -122.0419998169, 1990.0, 10273.0, 31.0, 0.0, 0.0]"
380,"[3.0, 2.5, 2860.0, 4500.0, 2.0, 0.0, 2.0, 3.0, 8.0, 1980.0, 880.0, 47.6463012695, -122.3710021973, 2310.0, 4500.0, 99.0, 0.0, 0.0]"
381,"[3.0, 2.25, 2120.0, 9297.0, 2.0, 0.0, 0.0, 4.0, 8.0, 2120.0, 0.0, 47.556098938, -122.1539993286, 2620.0, 10352.0, 33.0, 0.0, 0.0]"
382,"[4.0, 2.5, 2810.0, 6481.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2810.0, 0.0, 47.3330001831, -122.1719970703, 2660.0, 6958.0, 17.0, 0.0, 0.0]"
383,"[3.0, 2.5, 2160.0, 8809.0, 1.0, 0.0, 0.0, 3.0, 9.0, 1540.0, 620.0, 47.6994018555, -122.3489990234, 930.0, 5420.0, 0.0, 0.0, 0.0]"
384,"[3.0, 3.25, 1710.0, 2171.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1400.0, 310.0, 47.5433998108, -122.3679962158, 1380.0, 1300.0, 0.0, 0.0, 0.0]"
385,"[5.0, 3.0, 2170.0, 2440.0, 1.5, 0.0, 0.0, 4.0, 8.0, 1450.0, 720.0, 47.6724014282, -122.3170013428, 2070.0, 4000.0, 103.0, 0.0, 0.0]"
386,"[5.0, 2.5, 2990.0, 15085.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2990.0, 0.0, 47.7459983826, -122.2180023193, 3150.0, 13076.0, 8.0, 0.0, 0.0]"
387,"[3.0, 1.0, 1060.0, 10228.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1060.0, 0.0, 47.7481002808, -122.3000030518, 1570.0, 10228.0, 66.0, 0.0, 0.0]"
388,"[5.0, 2.75, 2130.0, 6222.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1300.0, 830.0, 47.5271987915, -122.2760009766, 2130.0, 6222.0, 23.0, 0.0, 0.0]"
389,"[3.0, 1.75, 2360.0, 8290.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1180.0, 1180.0, 47.6738014221, -122.28099823, 1880.0, 7670.0, 65.0, 0.0, 0.0]"
390,"[5.0, 4.0, 4360.0, 8030.0, 2.0, 0.0, 0.0, 3.0, 10.0, 4360.0, 0.0, 47.592300415, -121.9729995728, 3570.0, 6185.0, 0.0, 0.0, 0.0]"
391,"[4.0, 2.5, 3140.0, 12792.0, 2.0, 0.0, 0.0, 4.0, 9.0, 3140.0, 0.0, 47.3862991333, -122.15599823, 2510.0, 12792.0, 37.0, 0.0, 0.0]"
392,"[4.0, 2.25, 2190.0, 3746.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2190.0, 0.0, 47.3895988464, -122.033996582, 2200.0, 3591.0, 9.0, 0.0, 0.0]"
393,"[3.0, 1.0, 1190.0, 9199.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1190.0, 0.0, 47.4258003235, -122.3219985962, 1190.0, 9364.0, 59.0, 0.0, 0.0]"
394,"[5.0, 2.75, 2730.0, 5820.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2730.0, 0.0, 47.4855995178, -122.1539993286, 2730.0, 5700.0, 0.0, 0.0, 0.0]"
395,"[3.0, 2.25, 2070.0, 7995.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1350.0, 720.0, 47.4029998779, -122.1750030518, 1620.0, 6799.0, 28.0, 0.0, 0.0]"
