Date,Time,S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count
2017/12/25,16:55:49,25.5,25.44,25.31,26.13,2,2,11,8,0.07,0.05,0.06,0.09,350,-0.0230769230769,0,0,0
2017/12/25,16:56:19,25.44,25.44,25.31,26.13,2,2,11,8,0.08,0.04,0.07,0.1,350,-0.0269230769231,0,0,0
2017/12/25,16:56:50,25.44,25.44,25.31,26.13,2,2,11,8,0.08,0.05,0.06,0.1,350,-0.0307692307692,0,0,0
2017/12/25,16:57:21,25.44,25.44,25.31,26.06,2,2,11,8,0.08,0.05,0.06,0.1,350,-0.0346153846154,0,0,0
2017/12/25,16:57:51,25.44,25.44,25.31,26.13,2,2,10,7,0.07,0.05,0.06,0.1,350,-0.0384615384615,0,0,0
2017/12/25,16:58:22,25.44,25.44,25.31,26.25,2,2,10,7,0.07,0.05,0.06,0.09,350,-0.0423076923077,0,0,0
2017/12/25,16:58:53,25.44,25.44,25.31,26.13,2,2,10,7,0.08,0.05,0.06,0.1,350,-0.0461538461538,0,0,0
2017/12/25,16:59:23,25.44,25.44,25.31,26.19,1,2,10,7,0.08,0.06,0.06,0.09,350,0,0,0,0
2017/12/25,16:59:54,25.44,25.44,25.31,26.19,1,2,10,7,0.08,0.06,0.06,0.1,350,0,0,0,0
2017/12/25,17:00:25,25.44,25.44,25.31,26.19,1,2,10,7,0.07,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:00:55,25.44,25.44,25.31,26.19,1,1,10,7,0.08,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:01:26,25.44,25.44,25.31,26.19,1,1,10,6,0.08,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:01:56,25.44,25.44,25.31,26.19,1,1,10,6,0.08,0.06,0.06,0.1,350,0,0,0,0
2017/12/25,17:02:27,25.44,25.44,25.31,26.19,1,1,9,6,0.08,0.05,0.05,0.1,350,0,0,0,0
2017/12/25,17:02:58,25.44,25.44,25.31,26.19,1,1,9,6,0.08,0.04,0.06,0.1,350,0,0,0,0
2017/12/25,17:03:28,25.5,25.44,25.31,26.13,1,1,9,6,0.08,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:03:59,25.44,25.44,25.31,26.19,1,1,9,6,0.08,0.06,0.07,0.09,350,0,0,0,0
2017/12/25,17:04:30,25.44,25.44,25.31,26.19,1,1,9,6,0.08,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:05:00,25.44,25.5,25.31,26.19,1,1,8,5,0.08,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:05:31,25.5,25.44,25.31,26.13,1,1,8,5,0.07,0.05,0.06,0.09,350,0,0,0,0
2017/12/25,17:06:02,25.44,25.44,25.31,26.13,1,1,8,5,0.08,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:06:32,25.44,25.44,25.31,26.13,1,1,8,5,0.08,0.05,0.06,0.11,350,0,0,0,0
2017/12/25,17:07:03,25.44,25.44,25.31,26.19,1,1,8,5,0.07,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:07:33,25.44,25.44,25.25,26.13,1,1,7,5,0.07,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:08:04,25.44,25.44,25.31,26.13,1,1,7,5,0.07,0.06,0.06,0.1,350,0,0,0,0
2017/12/25,17:08:35,25.44,25.44,25.25,26.19,1,1,7,5,0.08,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:09:05,25.44,25.44,25.31,26.13,1,1,7,5,0.08,0.05,0.05,0.1,350,0,0,0,0
2017/12/25,17:09:36,25.44,25.44,25.31,26.06,1,1,7,5,0.08,0.05,0.07,0.1,350,0,0,0,0
2017/12/25,17:10:07,25.44,25.44,25.31,26.13,1,1,7,5,0.08,0.05,0.07,0.11,350,0,0,0,0
2017/12/25,17:10:37,25.44,25.44,25.31,26.06,1,1,7,5,0.08,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:11:08,25.44,25.44,25.31,26.13,1,1,7,5,0.08,0.06,0.06,0.1,350,0,0,0,0
2017/12/25,17:11:39,25.44,25.44,25.25,26.19,1,1,6,5,0.08,0.06,0.06,0.09,350,0,0,0,0
2017/12/25,17:12:09,25.44,25.44,25.25,26.13,0,1,6,5,0.07,0.05,0.07,0.1,350,0,0,0,0
2017/12/25,17:12:40,25.44,25.44,25.25,26.06,1,1,6,5,0.07,0.05,0.05,0.1,350,0,0,0,0
2017/12/25,17:13:10,25.44,25.44,25.31,26.13,1,1,6,5,0.08,0.05,0.06,0.11,350,0,0,0,0
2017/12/25,17:13:41,25.44,25.44,25.25,26.13,0,0,6,5,0.07,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:14:12,25.44,25.44,25.25,26.19,0,1,6,5,0.08,0.06,0.06,0.1,350,0,0,0,0
2017/12/25,17:14:42,25.44,25.44,25.31,26.13,0,0,5,4,0.08,0.04,0.06,0.11,350,0,0,0,0
2017/12/25,17:15:13,25.44,25.44,25.25,26.13,0,0,5,4,0.08,0.05,0.07,0.11,350,0,0,0,0
2017/12/25,17:15:44,25.44,25.44,25.25,26.13,0,0,5,4,0.1,0.05,0.07,0.1,350,0,0,0,0
2017/12/25,17:16:45,25.44,25.44,25.25,26.13,0,0,5,4,0.11,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:17:16,25.44,25.44,25.25,26.13,0,0,5,4,0.08,0.11,0.16,0.1,350,0,0,0,0
2017/12/25,17:17:46,25.44,25.44,25.31,26.13,0,0,5,4,0.08,0.05,0.07,0.1,350,0,0,0,0
2017/12/25,17:18:17,25.44,25.44,25.25,26.19,0,0,5,4,0.07,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:18:47,25.44,25.44,25.25,26.19,0,0,5,4,0.08,0.04,0.06,0.09,350,0,0,0,0
2017/12/25,17:19:18,25.44,25.44,25.25,26.13,0,0,5,4,0.08,0.05,0.06,0.11,350,0,0,0,0
2017/12/25,17:19:49,25.44,25.44,25.25,26.06,0,0,5,4,0.08,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:20:19,25.44,25.44,25.31,26.13,0,0,5,3,0.08,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:20:50,25.44,25.44,25.31,26.13,0,0,5,3,0.08,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:21:21,25.44,25.44,25.31,26.13,0,0,5,3,0.08,0.06,0.06,0.1,350,0,0,0,0
2017/12/25,17:21:51,25.44,25.44,25.25,26.06,0,0,5,3,0.07,0.06,0.06,0.1,350,0,0,0,0
2017/12/25,17:22:22,25.44,25.44,25.25,26.06,0,0,4,3,0.08,0.05,0.07,0.1,350,0,0,0,0
2017/12/25,17:22:53,25.44,25.44,25.25,26.06,0,0,4,3,0.08,0.06,0.06,0.1,350,0,0,0,0
2017/12/25,17:23:23,25.44,25.44,25.25,26.13,0,0,4,3,0.08,0.05,0.05,0.11,350,0,0,0,0
2017/12/25,17:23:54,25.44,25.44,25.31,26.13,0,0,4,3,0.08,0.06,0.06,0.1,350,0,0,0,0
2017/12/25,17:24:24,25.44,25.44,25.25,26.13,0,0,4,3,0.08,0.04,0.07,0.1,350,0,0,0,0
2017/12/25,17:24:55,25.44,25.44,25.25,26.13,0,0,4,3,0.07,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:25:26,25.44,25.44,25.25,26.13,0,0,4,3,0.07,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:25:56,25.44,25.44,25.25,26.06,0,0,4,2,0.08,0.05,0.06,0.11,350,0,0,0,0
2017/12/25,17:26:27,25.44,25.44,25.25,26.13,0,0,3,2,0.08,0.05,0.06,0.09,350,0,0,0,0
2017/12/25,17:26:58,25.44,25.44,25.25,26.06,0,0,3,2,0.08,0.05,0.07,0.1,350,0,0,0,0
2017/12/25,17:27:28,25.44,25.44,25.25,26.13,0,0,3,2,0.08,0.06,0.06,0.1,350,0,0,0,0
2017/12/25,17:27:59,25.44,25.44,25.25,26.19,0,0,3,2,0.09,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:28:30,25.44,25.44,25.25,26.13,0,0,3,2,0.07,0.05,0.07,0.1,350,0,0,0,0
2017/12/25,17:29:00,25.44,25.44,25.25,26.13,0,0,3,2,0.08,0.05,0.06,0.11,350,0,0,0,0
2017/12/25,17:29:31,25.44,25.44,25.25,26.13,0,0,3,2,0.08,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:30:01,25.44,25.44,25.25,26.06,0,0,3,2,0.07,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:30:32,25.44,25.44,25.25,26.06,0,0,3,2,0.07,0.04,0.06,0.1,350,0,0,0,0
2017/12/25,17:31:03,25.44,25.44,25.25,26.13,0,0,2,2,0.08,0.05,0.06,0.11,350,0,0,0,0
2017/12/25,17:31:33,25.44,25.44,25.25,26.13,0,0,2,2,0.08,0.06,0.06,0.11,350,0,0,0,0
2017/12/25,17:32:04,25.44,25.44,25.19,26.06,0,0,2,2,0.08,0.05,0.07,0.1,350,0,0,0,0
2017/12/25,17:32:35,25.44,25.44,25.25,26.19,0,0,2,2,0.08,0.06,0.07,0.09,350,0,0,0,0
2017/12/25,17:33:05,25.44,25.44,25.25,26.13,0,0,2,1,0.08,0.05,0.06,0.11,350,0,0,0,0
2017/12/25,17:33:36,25.44,25.44,25.25,26.13,0,0,2,1,0.08,0.06,0.06,0.1,350,0,0,0,0
2017/12/25,17:34:06,25.44,25.44,25.25,26.13,0,0,2,1,0.07,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:34:37,25.44,25.44,25.25,26.06,0,0,2,1,0.08,0.06,0.07,0.1,350,0,0,0,0
2017/12/25,17:35:08,25.44,25.44,25.25,26.19,0,0,2,1,0.07,0.05,0.06,0.1,355,0.0461538461538,0,0,0
2017/12/25,17:35:38,25.44,25.44,25.25,26.13,0,0,2,1,0.08,0.05,0.06,0.11,350,0.0423076923077,0,0,0
2017/12/25,17:36:09,25.44,25.44,25.25,26.13,0,0,1,1,0.08,0.05,0.06,0.1,350,0.0384615384615,0,0,0
2017/12/25,17:36:40,25.44,25.44,25.25,26.06,0,0,1,1,0.08,0.05,0.06,0.1,350,0.0346153846154,0,0,0
2017/12/25,17:37:10,25.44,25.44,25.25,26.06,0,0,1,1,0.08,0.05,0.07,0.11,350,0.0307692307692,0,0,0
2017/12/25,17:37:41,25.44,25.44,25.25,26.06,0,0,1,1,0.08,0.06,0.07,0.1,350,0.0269230769231,0,0,0
2017/12/25,17:38:12,25.44,25.44,25.25,26.06,0,0,1,1,0.08,0.05,0.06,0.1,350,0.0230769230769,0,0,0
2017/12/25,17:38:42,25.5,25.44,25.25,26.13,0,0,1,1,0.11,0.11,0.14,0.1,350,0.0192307692308,0,0,0
2017/12/25,17:39:13,25.44,25.44,25.19,26.06,0,0,1,1,0.08,0.05,0.06,0.1,350,0.0153846153846,0,0,0
2017/12/25,17:39:43,25.44,25.44,25.25,26.06,0,0,1,1,0.08,0.06,0.06,0.1,350,0.0115384615385,0,0,0
2017/12/25,17:40:14,25.44,25.44,25.25,26.06,0,0,1,1,0.08,0.05,0.07,0.09,350,0.00769230769231,0,0,0
2017/12/25,17:40:45,25.44,25.44,25.25,26.06,0,0,1,1,0.08,0.06,0.06,0.09,350,0.00384615384615,0,0,0
2017/12/25,17:41:15,25.44,25.44,25.25,26.06,0,0,1,1,0.08,0.05,0.06,0.1,350,-7.69801162017E-19,0,0,0
2017/12/25,17:41:46,25.44,25.44,25.25,26.19,0,0,1,1,0.08,0.08,0.07,0.1,350,-0.00384615384615,0,0,0
2017/12/25,17:42:17,25.44,25.44,25.25,26.13,0,0,1,0,0.07,0.05,0.07,0.1,350,-0.00769230769231,0,0,0
2017/12/25,17:42:47,25.44,25.44,25.25,26.13,0,0,0,0,0.08,0.06,0.06,0.1,350,-0.0115384615385,0,0,0
2017/12/25,17:43:18,25.44,25.44,25.25,26.06,0,0,0,0,0.08,0.07,0.07,0.09,350,-0.0153846153846,0,0,0
2017/12/25,17:43:49,25.44,25.44,25.25,26.06,0,0,0,0,0.08,0.08,0.08,0.26,350,-0.0192307692308,0,0,0
2017/12/25,17:44:19,25.44,25.44,25.25,26.06,0,0,0,0,0.11,0.33,0.37,0.09,350,-0.0230769230769,0,0,0
2017/12/25,17:44:50,25.44,25.44,25.25,26,0,0,0,0,0.08,0.05,0.06,0.1,350,-0.0269230769231,0,0,0
2017/12/25,17:45:20,25.44,25.44,25.25,26.13,0,0,0,0,0.08,0.05,0.06,0.11,350,-0.0307692307692,0,0,0
2017/12/25,17:45:51,25.44,25.44,25.25,26.06,0,0,0,0,0.08,0.05,0.06,0.1,350,-0.0346153846154,0,0,0
2017/12/25,17:46:22,25.44,25.44,25.25,26.06,0,0,0,0,0.09,0.07,0.07,0.1,350,-0.0384615384615,0,0,0
2017/12/25,17:46:52,25.44,25.44,25.25,26.06,0,0,0,0,0.08,0.05,0.06,0.1,350,-0.0423076923077,0,0,0
2017/12/25,17:47:23,25.44,25.44,25.25,26.13,0,0,0,0,0.08,0.05,0.07,0.09,350,-0.0461538461538,0,0,0
2017/12/25,17:47:54,25.44,25.44,25.25,26.06,0,0,0,0,0.07,0.06,0.06,0.1,350,0,0,0,0
2017/12/25,17:48:24,25.44,25.44,25.19,26.06,0,0,0,0,0.08,0.05,0.06,0.11,350,0,0,0,0
2017/12/25,17:48:55,25.44,25.44,25.25,26.06,0,0,0,0,0.08,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:49:26,25.44,25.44,25.25,26.06,0,0,0,0,0.08,0.05,0.05,0.1,350,0,0,0,0
2017/12/25,17:49:56,25.44,25.44,25.25,26.06,0,0,0,0,0.07,0.05,0.07,0.1,350,0,0,0,0
2017/12/25,17:50:27,25.44,25.44,25.19,26.13,0,0,0,0,0.08,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:50:57,25.44,25.44,25.25,26.13,0,0,0,0,0.08,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:51:28,25.44,25.44,25.19,26.06,0,0,0,0,0.08,0.05,0.07,0.1,350,0,0,0,0
2017/12/25,17:51:59,25.44,25.44,25.25,26.13,0,0,0,0,0.08,0.06,0.07,0.1,350,0,0,0,0
2017/12/25,17:52:29,25.44,25.44,25.25,26.06,0,0,0,0,0.07,0.05,0.06,0.09,350,0,0,0,0
2017/12/25,17:53:00,25.44,25.44,25.25,26.13,0,0,0,0,0.08,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:53:31,25.44,25.44,25.25,26.06,0,0,0,0,0.08,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:54:01,25.44,25.44,25.25,26.13,0,0,0,0,0.08,0.06,0.07,0.11,350,0,0,0,0
2017/12/25,17:54:32,25.44,25.44,25.25,26.19,0,0,0,0,0.08,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:55:03,25.44,25.44,25.25,26.06,0,0,0,0,0.08,0.05,0.06,0.09,350,0,0,0,0
2017/12/25,17:55:33,25.44,25.44,25.25,26.06,0,0,0,0,0.08,0.06,0.06,0.1,350,0,0,0,0
2017/12/25,17:56:04,25.44,25.44,25.25,26.06,0,0,0,0,0.08,0.05,0.05,0.09,350,0,0,0,0
2017/12/25,17:56:34,25.44,25.44,25.25,26.06,0,0,0,0,0.08,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,17:57:05,25.5,25.44,25.25,26.06,0,0,0,0,0.08,0.05,0.06,0.11,350,0,1,0,0
2017/12/25,17:57:36,25.44,25.44,25.25,26.06,0,0,0,0,0.07,0.05,0.06,0.11,350,0,1,0,0
2017/12/25,17:58:06,25.44,25.44,25.25,26.06,0,0,0,0,0.08,0.06,0.06,0.1,350,0,1,0,0
2017/12/25,17:58:37,25.44,25.44,25.25,26,0,0,0,0,0.07,0.05,0.05,0.1,350,0,0,0,0
2017/12/25,17:59:08,25.44,25.44,25.25,26,0,0,0,0,0.08,0.06,0.06,0.1,350,0,0,0,0
2017/12/25,17:59:38,25.44,25.44,25.25,26,0,0,0,0,0.08,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,18:00:09,25.44,25.44,25.25,26,0,0,0,0,0.08,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,18:00:40,25.44,25.44,25.19,26,0,0,0,0,0.07,0.05,0.06,0.11,350,0,0,0,0
2017/12/25,18:01:10,25.44,25.44,25.19,26,0,0,0,0,0.08,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,18:01:41,25.44,25.44,25.19,26,0,0,0,0,0.07,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,18:02:11,25.44,25.44,25.19,26,0,0,0,0,0.08,0.05,0.06,0.1,350,0,0,0,0
2017/12/25,18:02:42,25.44,25.44,25.25,26,0,0,0,0,0.07,0.05,0.06,0.11,350,0,0,0,0
2017/12/25,18:03:13,25.5,25.44,25.19,26,0,0,0,0,0.08,0.06,0.06,0.1,355,0.0461538461538,0,0,0
2017/12/25,18:03:43,25.44,25.44,25.19,26,0,0,0,0,0.08,0.05,0.06,0.1,350,0.0423076923077,0,0,0
2017/12/25,18:04:14,25.44,25.44,25.25,26,0,0,0,0,0.08,0.05,0.06,0.1,350,0.0384615384615,0,0,0
2017/12/25,18:04:45,25.5,25.44,25.25,26.06,0,0,0,0,0.07,0.05,0.06,0.11,350,0.0346153846154,0,0,0
2017/12/25,18:05:15,25.44,25.44,25.19,26,0,0,0,0,0.1,0.06,0.06,0.11,350,0.0307692307692,0,0,0
2017/12/25,18:05:46,25.44,25.44,25.19,26,0,0,0,0,0.08,0.05,0.06,0.1,350,0.0269230769231,0,0,0
2017/12/25,18:06:16,25.5,25.44,25.19,26,0,0,0,0,0.08,0.05,0.06,0.1,350,0.0230769230769,0,0,0
2017/12/25,18:06:47,25.44,25.44,25.19,26,0,0,0,0,0.08,0.05,0.07,0.09,350,0.0192307692308,0,0,0
2017/12/25,18:07:18,25.44,25.44,25.19,26.06,0,0,0,0,0.08,0.05,0.07,0.09,350,0.0153846153846,0,0,0
2017/12/25,18:07:48,25.44,25.44,25.19,26,0,0,0,0,0.08,0.05,0.06,0.09,350,0.0115384615385,0,0,0
2017/12/25,18:08:19,25.44,25.44,25.19,26,0,0,0,0,0.09,0.06,0.06,0.1,355,0.0538461538462,0,0,0
2017/12/25,18:08:50,25.44,25.44,25.25,26.06,0,0,0,0,0.07,0.05,0.06,0.1,350,0.0461538461538,0,0,0
2017/12/25,18:09:20,25.44,25.44,25.25,26.06,0,0,0,0,0.07,0.05,0.06,0.11,350,0.0384615384615,0,0,0
2017/12/25,18:09:51,25.44,25.44,25.19,26.06,0,0,0,0,0.3,0.2,0.33,0.22,350,0.0307692307692,0,0,0
2017/12/25,18:10:22,25.44,25.44,25.19,26,0,0,0,0,0.07,0.34,0.06,0.11,355,0.0692307692308,0,0,0
2017/12/25,18:10:52,25.44,25.44,25.19,26.06,0,0,0,0,0.08,0.05,0.06,0.1,355,0.103846153846,0,0,0
2017/12/25,18:11:23,25.44,25.44,25.25,26,0,0,0,0,0.08,0.05,0.06,0.1,355,0.134615384615,0,0,0
2017/12/25,18:12:24,25.44,25.44,25.19,26.06,0,0,0,0,0.07,0.05,0.06,0.1,355,0.161538461538,0,0,0
2017/12/25,18:12:55,25.44,25.44,25.19,26,0,0,0,0,0.08,0.05,0.06,0.1,355,0.184615384615,0,0,0
2017/12/25,18:13:25,25.44,25.44,25.25,26.06,0,0,0,0,0.08,0.05,0.06,0.1,355,0.203846153846,0,0,0
2017/12/25,18:13:56,25.44,25.44,25.19,26,0,0,0,0,0.07,0.06,0.06,0.1,355,0.219230769231,0,0,0
2017/12/25,18:14:27,25.44,25.44,25.19,26.06,0,0,0,0,0.07,0.05,0.07,0.11,355,0.230769230769,0,0,0
2017/12/25,18:14:57,25.44,25.44,25.19,26,0,0,0,0,0.07,0.05,0.06,0.1,350,0.192307692308,0,0,0
2017/12/25,18:15:28,25.44,25.44,25.25,26,0,0,0,0,0.07,0.04,0.06,0.09,355,0.2,0,0,0
2017/12/25,18:15:59,25.44,25.44,25.19,26,0,0,0,0,0.07,0.05,0.06,0.1,350,0.157692307692,0,0,0
2017/12/25,18:16:29,25.44,25.44,25.19,26.06,0,0,0,0,0.08,0.05,0.06,0.12,355,0.211538461538,0,0,0
2017/12/25,18:17:00,25.44,25.44,25.19,26,0,0,0,0,0.08,0.06,0.06,0.1,355,0.215384615385,0,0,0
2017/12/25,18:17:30,25.44,25.44,25.19,26,0,0,0,0,0.08,0.06,0.06,0.11,355,0.215384615385,0,0,0
2017/12/25,18:18:01,25.44,25.44,25.25,26,0,0,0,0,0.07,0.05,0.06,0.1,350,0.165384615385,0,0,0
2017/12/25,18:18:32,25.44,25.44,25.19,26,0,0,0,0,0.07,0.05,0.06,0.09,350,0.115384615385,0,0,0
2017/12/25,18:19:02,25.44,25.44,25.25,26,0,0,0,0,0.08,0.05,0.06,0.1,355,0.111538461538,0,0,0
2017/12/25,18:19:33,25.44,25.44,25.25,26,0,0,0,0,0.08,0.05,0.06,0.11,355,0.103846153846,0,0,0
2017/12/25,18:20:04,25.44,25.44,25.19,26,0,0,0,0,0.08,0.05,0.06,0.11,355,0.0923076923077,0,0,0
2017/12/25,18:20:34,25.44,25.44,25.19,26,0,0,0,0,0.07,0.06,0.06,0.1,355,0.0769230769231,0,0,0
2017/12/25,18:21:05,25.44,25.44,25.19,26,0,0,0,0,0.08,0.05,0.07,0.1,355,0.0576923076923,0,0,0
2017/12/25,18:21:36,25.44,25.44,25.19,26,0,0,0,0,0.07,0.05,0.06,0.1,355,0.0846153846154,0,0,0
2017/12/25,18:22:06,25.44,25.44,25.25,26,0,0,0,0,0.07,0.05,0.06,0.09,355,0.0615384615385,0,0,0
2017/12/25,18:22:37,25.44,25.44,25.19,26.06,0,0,0,0,0.07,0.05,0.06,0.09,355,0.0346153846154,0,0,0
2017/12/25,18:23:07,25.44,25.44,25.19,26.06,0,0,0,0,0.08,0.05,0.07,0.09,355,0.00384615384615,0,0,0
2017/12/25,18:23:38,25.44,25.44,25.19,26,0,0,0,0,0.08,0.06,0.06,0.09,350,-0.0269230769231,0,0,0
2017/12/25,18:24:09,25.44,25.44,25.19,26,0,0,0,0,0.07,0.05,0.06,0.09,350,-0.0538461538462,0,0,0
2017/12/25,18:24:39,25.44,25.44,25.19,26,0,0,0,0,0.07,0.05,0.06,0.1,355,-0.0307692307692,0,0,0
2017/12/25,18:25:10,25.44,25.44,25.19,26.13,0,0,0,0,0.07,0.05,0.06,0.11,350,-0.0538461538462,0,0,0
2017/12/25,18:25:41,25.44,25.44,25.19,26.06,0,0,0,0,0.07,0.05,0.06,0.1,350,-0.0730769230769,0,0,0
2017/12/25,18:26:11,25.44,25.44,25.19,26.06,0,0,0,0,0.08,0.05,0.07,0.1,350,-0.0884615384615,0,0,0
2017/12/25,18:26:42,25.44,25.44,25.19,26,0,0,0,0,0.07,0.06,0.06,0.1,350,-0.1,0,0,0
2017/12/25,18:27:13,25.44,25.44,25.19,26,0,0,0,0,0.07,0.05,0.06,0.11,355,-0.0615384615385,0,0,0
2017/12/25,18:27:43,25.44,25.44,25.19,26,0,0,0,0,0.08,0.06,0.06,0.11,350,-0.119230769231,0,0,0
2017/12/25,18:28:14,25.44,25.44,25.19,26.06,0,0,0,0,0.08,0.05,0.06,0.1,350,-0.126923076923,0,0,0
2017/12/25,18:28:44,25.44,25.44,25.19,26.06,0,0,0,0,0.08,0.05,0.06,0.1,350,-0.180769230769,0,0,0
2017/12/25,18:29:15,25.44,25.44,25.19,26.06,0,0,0,0,0.08,0.06,0.06,0.1,355,-0.138461538462,0,0,0
2017/12/25,18:29:46,25.44,25.44,25.19,26,0,0,0,0,0.08,0.05,0.06,0.1,350,-0.142307692308,0,0,0
2017/12/25,18:30:16,25.44,25.44,25.19,26,0,0,0,0,0.08,0.05,0.05,0.1,355,-0.0961538461538,0,0,0
2017/12/25,18:30:47,25.44,25.44,25.25,26.06,0,0,0,0,0.08,0.05,0.07,0.11,355,-0.1,0,0,0
2017/12/25,18:31:18,25.44,25.44,25.19,26,0,0,0,0,0.07,0.05,0.07,0.11,350,-0.153846153846,0,0,0
2017/12/25,18:31:48,25.44,25.44,25.19,26.06,0,0,0,0,0.08,0.05,0.07,0.09,350,-0.157692307692,0,0,0
2017/12/25,18:32:19,25.44,25.44,25.19,26,0,0,0,0,0.08,0.05,0.07,0.11,355,-0.111538461538,0,0,0
2017/12/25,18:32:50,25.44,25.44,25.19,26,0,0,0,0,0.08,0.05,0.06,0.1,355,-0.0653846153846,0,0,0
2017/12/25,18:33:20,25.44,25.44,25.19,26,0,0,0,0,0.08,0.05,0.06,0.09,355,-0.0192307692308,0,0,0
2017/12/25,18:33:51,25.44,25.44,25.19,26,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0269230769231,0,0,0
2017/12/25,18:34:21,25.44,25.44,25.19,26,0,0,0,0,0.08,0.05,0.06,0.1,355,0.0730769230769,0,0,0
2017/12/25,18:34:52,25.5,25.44,25.19,26.06,0,0,0,0,0.08,0.05,0.06,0.1,350,0.0730769230769,0,0,0
2017/12/25,18:35:23,25.44,25.44,25.19,26.06,0,0,0,0,0.07,0.05,0.06,0.11,355,0.123076923077,0,0,0
2017/12/25,18:35:53,25.44,25.44,25.19,26.06,0,0,0,0,0.07,0.05,0.06,0.1,355,0.173076923077,0,0,0
2017/12/25,18:36:24,25.44,25.44,25.19,26.06,0,0,0,0,0.07,0.05,0.06,0.11,355,0.173076923077,0,0,0
2017/12/25,18:36:55,25.44,25.44,25.13,26.06,0,0,0,0,0.07,0.05,0.06,0.1,355,0.169230769231,0,0,0
2017/12/25,18:37:25,25.44,25.44,25.19,26.06,0,0,0,0,0.08,0.05,0.07,0.09,355,0.211538461538,0,0,0
2017/12/25,18:37:56,25.44,25.44,25.19,26,0,0,0,0,0.08,0.05,0.06,0.09,355,0.203846153846,0,0,0
2017/12/25,18:38:26,25.44,25.44,25.19,26.13,0,0,0,0,0.09,0.05,0.06,0.11,355,0.192307692308,0,0,0
2017/12/25,18:38:57,25.44,25.44,25.19,26.06,0,0,0,0,0.07,0.04,0.06,0.1,355,0.176923076923,0,0,0
2017/12/25,18:39:28,25.44,25.44,25.19,26.06,0,0,0,0,0.08,0.05,0.06,0.11,355,0.157692307692,0,0,0
2017/12/25,18:39:58,25.44,25.44,25.19,26,0,0,0,0,0.07,0.05,0.06,0.1,355,0.184615384615,0,0,0
2017/12/25,18:40:29,25.44,25.44,25.19,26,0,0,0,0,0.07,0.06,0.07,0.1,355,0.161538461538,0,0,0
2017/12/25,18:41:00,25.44,25.44,25.19,26.13,0,0,0,0,0.07,0.05,0.07,0.11,355,0.134615384615,0,0,0
2017/12/25,18:41:30,25.44,25.44,25.13,26.06,0,0,0,0,0.08,0.05,0.07,0.1,355,0.103846153846,0,0,0
2017/12/25,18:42:01,25.44,25.44,25.19,26.06,0,0,0,0,0.08,0.05,0.06,0.1,355,0.119230769231,0,0,0
2017/12/25,18:42:32,25.44,25.44,25.19,26,0,0,0,0,0.07,0.06,0.06,0.09,350,0.0384615384615,0,0,0
2017/12/25,18:43:02,25.44,25.44,25.13,26,0,0,0,0,0.08,0.06,0.06,0.09,355,0.0538461538462,0,0,0
2017/12/25,18:43:33,25.44,25.44,25.19,26,0,0,0,0,0.07,0.05,0.07,0.1,355,0.0692307692308,0,0,0
2017/12/25,18:44:03,25.44,25.44,25.19,26,0,0,0,0,0.08,0.05,0.06,0.09,355,0.0346153846154,0,0,0
